par_cz,par_czname,par_state,par_stateabbrv,kid_count,inventor,inventor_cat_1,inventor_cat_2,inventor_cat_3,inventor_cat_4,inventor_cat_5,inventor_cat_6,inventor_cat_7,kid_count_g_m,inventor_g_m,inventor_cat_1_g_m,inventor_cat_2_g_m,inventor_cat_3_g_m,inventor_cat_4_g_m,inventor_cat_5_g_m,inventor_cat_6_g_m,inventor_cat_7_g_m,kid_count_g_f,inventor_g_f,inventor_cat_1_g_f,inventor_cat_2_g_f,inventor_cat_3_g_f,inventor_cat_4_g_f,inventor_cat_5_g_f,inventor_cat_6_g_f,inventor_cat_7_g_f
30604,Deming,New Mexico,NM,3934,0.0025419,0.0005084,0.0007626,0.0002542,0.0002542,0.0007626,0,0,1996,0.004509,0.001002,0.001002,0.000501,0.000501,0.001503,0,0,1938,0.000516,0,0.000516,0,0,0,0,0
30605,Van Horn,Texas,TX,270,0.0037037,0,0,0,0.0037037,0,0,0,,,,,,,,,,,,,,,,,,
30701,Roswell,New Mexico,NM,8321,0.001322,0,0.0001202,0.0004807,0.0001202,0.0001202,0.0002404,0.0002404,4262,0.0014078,0,0.0002346,0,0.0002346,0.0002346,0.0002346,0.0004693,4059,0.0012318,0,0,0.0009855,0,0,0.0002464,0
30702,Santa Rosa,New Mexico,NM,477,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
30801,Hobbs,New Mexico,NM,7160,0.0005587,0.0001397,0,0.0002793,0,0,0.0001397,0,3619,0.000829,0.0002763,0,0.0002763,0,0,0.0002763,0,3541,0.0002824,0,0,0.0002824,0,0,0,0
30802,Lubbock,Texas,TX,18835,0.0012742,0.0001593,0.0005309,0.0000531,0.0000531,0.0001062,0.0003186,0.0000531,9596,0.0021884,0.0003126,0.0009379,0,0.0001042,0.0002084,0.0006253,0,9239,0.0003247,0,0.0001082,0.0001082,0,0,0,0.0001082
30901,Clovis,New Mexico,NM,5329,0.0007506,0,0.000563,0,0,0,0.0001877,0,2704,0.0014793,0,0.0011095,0,0,0,0.0003698,0,2625,0,0,0,0,0,0,0,0
30902,Littlefield,Texas,TX,2421,0.0012392,0,0.0004131,0,0,0.0004131,0.0004131,0,1212,0.0024752,0,0.0008251,0,0,0.0008251,0.0008251,0,1209,0,0,0,0,0,0,0,0
30903,Amarillo,Texas,TX,15897,0.0011323,0.0000629,0.0003145,0.0002516,0,0.0005032,0,0,8021,0.0018701,0,0.0004987,0.000374,0,0.0009974,0,0,7874,0.000381,0.000127,0.000127,0.000127,0,0,0,0
30904,Pampa,Texas,TX,4397,0.0011371,0.0002274,0.0002274,0,0.0002274,0,0.0004549,0,2204,0.0022686,0.0004537,0.0004537,0,0.0004537,0,0.0009074,0,2193,0,0,0,0,0,0,0,0
30905,Wellington,Texas,TX,599,0.0016694,0,0,0,0.0016694,0,0,0,311,0.0032154,0,0,0,0.0032154,0,0,0,287,0,0,0,0,0,0,0,0
30906,Memphis,Texas,TX,552,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0
30907,Matador,Texas,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,
30908,Plainview,Texas,TX,4077,0.0012264,0,0.0002453,0,0.0004906,0,0.0004906,0,2024,0.0019763,0,0.0004941,0,0.0009881,0,0.0004941,0,2053,0.0004871,0,0,0,0,0,0.0004871,0
31001,Garden City,Kansas,KS,3483,0.0002871,0,0.0002871,0,0,0,0,0,1724,0.00058,0,0.00058,0,0,0,0,0,1759,0,0,0,0,0,0,0,0
31002,Ulysses,Kansas,KS,1271,0,0,0,0,0,0,0,0,626,0,0,0,0,0,0,0,0,645,0,0,0,0,0,0,0,0
31003,Scott City,Kansas,KS,784,0.0012755,0,0.0012755,0,0,0,0,0,398,0,0,0,0,0,0,0,0,386,0.0025907,0,0.0025907,0,0,0,0,0
31004,Liberal,Kansas,KS,2181,0.0013755,0.0004585,0.0004585,0,0,0.0004585,0,0,1090,0.0009174,0,0,0,0,0.0009174,0,0,1091,0.0018332,0.0009166,0.0009166,0,0,0,0,0
31005,Perryton,Texas,TX,1426,0.0014025,0,0,0,0.0007013,0.0007013,0,0,741,0.0026991,0,0,0,0.0013495,0.0013495,0,0,685,0,0,0,0,0,0,0,0
31006,Guymon,Oklahoma,OK,1898,0.0010537,0,0,0,0,0.0010537,0,0,917,0.002181,0,0,0,0,0.002181,0,0,980,0,0,0,0,0,0,0,0
31007,Dumas,Texas,TX,2207,0.0009062,0,0,0,0.0004531,0,0.0004531,0,1079,0.0009268,0,0,0,0.0009268,0,0,0,1128,0.0008865,0,0,0,0,0,0.0008865,0
31101,Victoria,Texas,TX,11605,0.001034,0.0000862,0.0000862,0.0002585,0,0.0000862,0.000517,0,5841,0.0018832,0.0001712,0.0001712,0.0003424,0,0.0001712,0.0010272,0,5764,0.0001735,0,0,0.0001735,0,0,0,0
31102,La Grange,Texas,TX,2694,0.0029696,0.0003712,0.0003712,0.0003712,0.0007424,0.0007424,0.0003712,0,1318,0.0053111,0.0007587,0.0007587,0,0.0015175,0.0015175,0.0007587,0,1376,0.0007267,0,0,0.0007267,0,0,0,0
31103,Gonzales,Texas,TX,1252,0,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,0,0
31201,Austin,Texas,TX,65737,0.0028142,0.0001673,0.0013082,0.0002586,0.0003347,0.0002586,0.0003499,0.0001369,33134,0.0045573,0.0001811,0.0022334,0.0003923,0.0005734,0.0004225,0.0004829,0.0002716,32592,0.0010432,0.0001534,0.0003682,0.0001227,0.000092,0.000092,0.0002148,0
31202,Burnet,Texas,TX,2380,0.0004202,0,0,0.0004202,0,0,0,0,1194,0.0008375,0,0,0.0008375,0,0,0,0,1186,0,0,0,0,0,0,0,0
31301,San Antonio,Texas,TX,106628,0.0012755,0.0000563,0.0004689,0.0002063,0.0001688,0.0001219,0.0002157,0.0000375,53867,0.0019492,0.0000928,0.0007797,0.0001299,0.000297,0.0002413,0.0003527,0.0000557,52713,0.0005881,0.000019,0.0001518,0.0002846,0.0000379,0,0.0000759,0.000019
31302,Beeville,Texas,TX,2855,0.0003503,0,0,0.0003503,0,0,0,0,1493,0.0006698,0,0,0.0006698,0,0,0,0,1362,0,0,0,0,0,0,0,0
31303,Kerrville,Texas,TX,3587,0.0025091,0,0.0002788,0.0002788,0,0.0011151,0.0008364,0,1816,0.0049559,0,0.0005507,0.0005507,0,0.0022026,0.001652,0,1771,0,0,0,0,0,0,0,0
31304,Mason,Texas,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,
31401,Midland,Texas,TX,20778,0.0016363,0.0001444,0.0005775,0.0000481,0.0003369,0.0000963,0.0003369,0.0000963,10473,0.0026735,0.000191,0.0009548,0.0000955,0.0006684,0.0000955,0.0005729,0.0000955,10299,0.0005826,0.0000971,0.0001942,0,0,0.0000971,0.0000971,0.0000971
31402,Pecos,Texas,TX,2668,0.0003748,0,0,0,0,0.0003748,0,0,1355,0.000738,0,0,0,0,0.000738,0,0,1312,0,0,0,0,0,0,0,0
31403,Fort Stockton,Texas,TX,1487,0,0,0,0,0,0,0,0,747,0,0,0,0,0,0,0,0,740,0,0,0,0,0,0,0,0
31404,Alpine,Texas,TX,1112,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0
31501,Crystal City,Texas,TX,1646,0,0,0,0,0,0,0,0,821,0,0,0,0,0,0,0,0,825,0,0,0,0,0,0,0,0
31502,Pearsall,Texas,TX,1415,0,0,0,0,0,0,0,0,705,0,0,0,0,0,0,0,0,710,0,0,0,0,0,0,0,0
31503,Laredo,Texas,TX,13145,0.0006086,0.0000761,0.0000761,0.0001521,0.0000761,0,0.0002282,0,6580,0.0009119,0.000152,0.000152,0.000304,0.000152,0,0.000152,0,6565,0.0003046,0,0,0,0,0,0.0003046,0
31600,Brownsville,Texas,TX,58716,0.0006131,0.0000341,0.0002214,0.0000681,0.0000852,0.000017,0.0001703,0.000017,29557,0.0009135,0.0000677,0.0003722,0.0000677,0.0001015,0.0000338,0.0002368,0.0000338,29157,0.0003087,0,0.0000686,0.0000686,0.0000686,0,0.0001029,0
31700,Corpus Christi,Texas,TX,36623,0.0010376,0.0001638,0.0003004,0.0000819,0.0001365,0.0001365,0.0001911,0.0000273,18742,0.001654,0.0001067,0.0005869,0.0001601,0.0002668,0.0001601,0.0003201,0.0000534,17878,0.0003915,0.0002237,0,0,0,0.0001119,0.0000559,0
31800,College Station,Texas,TX,10575,0.0008511,0,0.0003783,0,0,0.0000946,0.0003783,0,5245,0.0011439,0,0.0007626,0,0,0,0.0003813,0,5330,0.0005629,0,0,0,0,0.0001876,0.0003752,0
31900,Pearland,Texas,TX,22528,0.001598,0.0003995,0.0003995,0.0001332,0.0002219,0.0000888,0.0003551,0,11372,0.0028139,0.0006155,0.0007914,0.0001759,0.0003517,0.0001759,0.0007035,0,11154,0.0003586,0.0001793,0,0.0000897,0.0000897,0,0,0
32000,Houston,Texas,TX,267287,0.0017958,0.0001048,0.0005986,0.0002245,0.000232,0.0001497,0.0004302,0.0000561,134096,0.0029606,0.0001566,0.0010515,0.0003132,0.0003878,0.0002461,0.0007308,0.0000746,133166,0.0006233,0.0000526,0.0001427,0.0001352,0.0000751,0.0000526,0.0001277,0.0000375
32100,Beaumont,Texas,TX,32846,0.0009742,0.0001218,0.000274,0.0001218,0.0000913,0.0001218,0.0002436,0,16694,0.0014975,0.0002396,0.0005391,0.0000599,0.0001198,0.0001198,0.0004193,0,16148,0.0004335,0,0,0.0001858,0.0000619,0.0001239,0.0000619,0
32201,Huntsville,Texas,TX,10638,0.00094,0.000094,0.000188,0.000094,0,0.000094,0.000376,0.000094,5378,0.0016735,0.0001859,0.0003719,0.0001859,0,0.0001859,0.0005578,0.0001859,5257,0.0001902,0,0,0,0,0,0.0001902,0
32202,Nacogdoches,Texas,TX,5952,0.000672,0.000168,0.000168,0,0,0,0.000168,0.000168,3015,0.0013267,0.0003317,0.0003317,0,0,0,0.0003317,0.0003317,2935,0,0,0,0,0,0,0,0
32301,San Angelo,Texas,TX,7842,0.0008926,0,0.0003826,0,0.0001275,0.0001275,0.000255,0,4003,0.0017487,0,0.0007494,0,0.0002498,0.0002498,0.0004996,0,3839,0,0,0,0,0,0,0,0
32302,Brady,Texas,TX,1649,0.0012129,0,0,0,0,0,0.0012129,0,827,0.0024184,0,0,0,0,0,0.0024184,0,822,0,0,0,0,0,0,0,0
32303,Junction,Texas,TX,433,0.0046189,0,0,0,0.0046189,0,0,0,,,,,,,,,,,,,,,,,,
32304,Uvalde,Texas,TX,2526,0.0007918,0.0003959,0.0003959,0,0,0,0,0,1277,0.0015662,0.0007831,0.0007831,0,0,0,0,0,1249,0,0,0,0,0,0,0,0
32305,Del Rio,Texas,TX,3198,0.0003127,0,0,0,0,0.0003127,0,0,1658,0.0006031,0,0,0,0,0.0006031,0,0,1539,0,0,0,0,0,0,0,0
32306,Eagle Pass,Texas,TX,3362,0.0005949,0,0.0002974,0,0,0.0002974,0,0,1687,0.0011855,0,0.0005928,0,0,0.0005928,0,0,1675,0,0,0,0,0,0,0,0
32401,Big Spring,Texas,TX,3841,0.0015621,0,0,0,0,0.0005207,0.0005207,0.0005207,1920,0.0026042,0,0,0,0,0.0010417,0.0010417,0.0005208,1921,0.0005206,0,0,0,0,0,0,0.0005206
32402,Sweetwater,Texas,TX,1473,0.0006789,0,0,0,0,0,0.0006789,0,769,0.0013004,0,0,0,0,0,0.0013004,0,704,0,0,0,0,0,0,0,0
32403,Snyder,Texas,TX,1886,0.0010604,0,0.0010604,0,0,0,0,0,950,0.0021053,0,0.0021053,0,0,0,0,0,936,0,0,0,0,0,0,0,0
32501,Abilene,Texas,TX,12823,0.0007798,0.000078,0.000234,0.000078,0.000078,0,0.000234,0.000078,6462,0.0015475,0.0001548,0.0004643,0.0001548,0.0001548,0,0.0004643,0.0001548,6357,0,0,0,0,0,0,0,0
32502,Childress,Texas,TX,539,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0
32503,Haskell,Texas,TX,1011,0.0009891,0,0.0009891,0,0,0,0,0,485,0.0020619,0,0.0020619,0,0,0,0,0,526,0,0,0,0,0,0,0,0
32601,Wichita Falls,Texas,TX,9018,0.0013307,0.0001109,0.0004436,0.0003327,0.0001109,0.0002218,0.0001109,0,4520,0.0019912,0.0002212,0.000885,0.0004425,0.0002212,0.0002212,0,0,4498,0.000667,0,0,0.0002223,0,0.0002223,0.0002223,0
32602,Graham,Texas,TX,1891,0.0015865,0.0005288,0,0,0,0.0010576,0,0,967,0.0031024,0.0010341,0,0,0,0.0020683,0,0,924,0,0,0,0,0,0,0,0
32603,Seymour,Texas,TX,250,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
32604,Vernon,Texas,TX,1471,0.0013596,0,0.0006798,0,0.0006798,0,0,0,751,0.0026631,0,0.0013316,0,0.0013316,0,0,0,720,0,0,0,0,0,0,0,0
32701,Brownwood,Texas,TX,3596,0.0002781,0,0,0.0002781,0,0,0,0,1814,0.0005513,0,0,0.0005513,0,0,0,0,1782,0,0,0,0,0,0,0,0
32702,Stephenville,Texas,TX,2941,0.00068,0,0.00034,0,0,0,0.00034,0,1494,0.0013387,0,0.0006693,0,0,0,0.0006693,0,1446,0,0,0,0,0,0,0,0
32801,Waco,Texas,TX,17443,0.0005733,0.0000573,0.0002293,0,0.0001147,0.0001147,0.0000573,0,8860,0.0010158,0.0001129,0.0004515,0,0.0001129,0.0002257,0.0001129,0,8583,0.0001165,0,0,0,0.0001165,0,0,0
32802,Corsicana,Texas,TX,5946,0.0003364,0.0001682,0.0001682,0,0,0,0,0,2993,0.0006682,0.0003341,0.0003341,0,0,0,0,0,2953,0,0,0,0,0,0,0,0
32900,Killeen,Texas,TX,20209,0.0011381,0,0.0004948,0.0001484,0.000099,0.0001484,0.0001979,0.0000495,10155,0.0019695,0,0.0007878,0.0002954,0.0001969,0.0002954,0.0003939,0,10053,0.0002984,0,0.0001989,0,0,0,0,0.0000995
33000,Fort Worth,Texas,TX,105066,0.0015514,0.0000761,0.0005806,0.0001999,0.0001523,0.0001332,0.0002951,0.0001142,53114,0.0025794,0.000113,0.000979,0.0002636,0.0002636,0.0002448,0.0005272,0.0001883,51947,0.0005005,0.0000385,0.0001733,0.0001348,0.0000385,0.0000193,0.0000578,0.0000385
33100,Dallas,Texas,TX,186841,0.0018197,0.0000642,0.0007225,0.0002034,0.0002301,0.0001231,0.0003747,0.0001017,93389,0.0029875,0.0001071,0.0012314,0.0002677,0.0003962,0.0002249,0.0005889,0.0001713,93427,0.0006529,0.0000214,0.0002141,0.0001391,0.0000642,0.0000214,0.0001606,0.0000321
33200,Paris,Texas,TX,11199,0.0008036,0,0.0003572,0,0.0001786,0.0001786,0.0000893,0,5628,0.0014215,0,0.0007107,0,0.0001777,0.0003554,0.0001777,0,5571,0.0001795,0,0,0,0.0001795,0,0,0
33300,Tyler,Texas,TX,25189,0.0010719,0.0000397,0.0003176,0.0002382,0.0001191,0.0000794,0.0001985,0.0000794,12747,0.0018043,0.0000784,0.0005491,0.0003922,0.0002353,0.0001569,0.0002353,0.0001569,12441,0.0003215,0,0.0000804,0.0000804,0,0,0.0001608,0
33400,Longview,Texas,TX,19673,0.0013216,0.0000508,0.0005591,0.0001525,0.0000508,0.0000508,0.0003558,0.0001017,9900,0.0022222,0.000101,0.0010101,0.000202,0.000101,0.000101,0.0006061,0.000101,9772,0.0004093,0,0.0001023,0.0001023,0,0,0.0001023,0.0001023
33500,Texarkana,Texas,TX,15302,0.0005882,0.0000654,0.0001961,0,0,0.0001307,0.0001961,0,7746,0.0010328,0,0.0003873,0,0,0.0002582,0.0003873,0,7553,0.0001324,0.0001324,0,0,0,0,0,0
33601,Lawton,Oklahoma,OK,11109,0.0012602,0.00018,0.00009,0.00009,0.00009,0.00009,0.0005401,0.00018,5603,0.0019632,0.000357,0.0001785,0.0001785,0.0001785,0.0001785,0.0007139,0.0001785,5505,0.000545,0,0,0,0,0,0.0003633,0.0001817
33602,Altus,Oklahoma,OK,3260,0.0006135,0,0.0003067,0,0,0,0.0003067,0,1669,0.0011983,0,0.0005992,0,0,0,0.0005992,0,1591,0,0,0,0,0,0,0,0
33603,Frederick,Oklahoma,OK,652,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0
33700,Ardmore,Oklahoma,OK,7378,0.0009488,0,0.0001355,0.0002711,0.0002711,0,0.0001355,0.0001355,3704,0.0018898,0,0.00027,0.00054,0.00054,0,0.00027,0.00027,3672,0,0,0,0,0,0,0,0
33801,Elk City,Oklahoma,OK,4156,0.0016843,0.0002406,0,0,0.0002406,0.0007218,0.0004812,0,2064,0.0033915,0.0004845,0,0,0.0004845,0.0014535,0.000969,0,2092,0,0,0,0,0,0,0,0
33802,Chickasha,Oklahoma,OK,5046,0.0013872,0,0.0003964,0,0.0001982,0.0001982,0.0003964,0.0001982,2554,0.0023493,0,0.0007831,0,0,0.0003915,0.0007831,0.0003915,2490,0.0004016,0,0,0,0.0004016,0,0,0
33803,Oklahoma City,Oklahoma,OK,72468,0.0014627,0.0000966,0.0004416,0.0001656,0.0001242,0.000207,0.0003588,0.000069,36475,0.0026319,0.0001645,0.0007951,0.0002742,0.0002467,0.0003838,0.0006854,0.0000822,35951,0.0002782,0.0000278,0.0000834,0.0000556,0,0.0000278,0.0000278,0.0000556
33901,Ada,Oklahoma,OK,4034,0.0014874,0.0004958,0.0004958,0,0.0002479,0,0.0002479,0,2096,0.0023855,0.0004771,0.0009542,0,0.0004771,0,0.0004771,0,1938,0.000516,0.000516,0,0,0,0,0,0
33902,Sherman,Texas,TX,10797,0.0006483,0,0.0000926,0,0,0.0000926,0.0002779,0.0001852,5430,0.0012891,0,0.0001842,0,0,0.0001842,0.0005525,0.0003683,5367,0,0,0,0,0,0,0,0
34001,Hot Springs,Arkansas,AR,11784,0.0006789,0,0.0000849,0.0001697,0.0001697,0.0001697,0.0000849,0,6043,0.0013238,0,0.0001655,0.000331,0.000331,0.000331,0.0001655,0,5741,0,0,0,0,0,0,0,0
34002,Idabel,Oklahoma,OK,6231,0.0004815,0,0,0,0.000321,0,0,0.0001605,3188,0.000941,0,0,0,0.0006274,0,0,0.0003137,3043,0,0,0,0,0,0,0,0
34101,Sand Point,Alaska,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,
34102,Anchorage,Alaska,AK,25004,0.0019597,0.00016,0.0005599,0.00012,0.0003199,0.00024,0.0003599,0.0002,12723,0.0030653,0.0003144,0.0010218,0.0002358,0.0005502,0.000393,0.0003144,0.0002358,12281,0.0008143,0,0.0000814,0,0.0000814,0.0000814,0.0004071,0.0001629
34103,Valdez,Alaska,AK,756,0.0013228,0,0,0.0013228,0,0,0,0,375,0.0026667,0,0,0.0026667,0,0,0,0,381,0,0,0,0,0,0,0,0
34104,Bristol Bay,Alaska,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,
34105,Kotzebue,Alaska,AK,453,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
34106,Nome,Alaska,AK,599,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0
34107,Dillingham,Alaska,AK,426,0.0023474,0,0,0.0023474,0,0,0,0,,,,,,,,,,,,,,,,,,
34108,Kodiak,Alaska,AK,1011,0.0019782,0,0.0009891,0.0009891,0,0,0,0,517,0.0038685,0,0.0019342,0.0019342,0,0,0,0,494,0,0,0,0,0,0,0,0
34109,Juneau,Alaska,AK,2611,0.00383,0,0.002298,0.000766,0.000383,0,0.000383,0,1344,0.0066964,0,0.0044643,0.000744,0.000744,0,0.000744,0,1267,0.0007893,0,0,0.0007893,0,0,0,0
34110,Sitka,Alaska,AK,1080,0.0027778,0,0.0009259,0.0009259,0,0,0.0009259,0,588,0.005102,0,0.0017007,0.0017007,0,0,0.0017007,0,492,0,0,0,0,0,0,0,0
34111,Ketchikan,Alaska,AK,1533,0.0013046,0,0.0006523,0,0.0006523,0,0,0,754,0.0026525,0,0.0013263,0,0.0013263,0,0,0,779,0,0,0,0,0,0,0,0
34112,Bethel,Alaska,AK,1481,0.0013504,0,0.0013504,0,0,0,0,0,731,0.002736,0,0.002736,0,0,0,0,0,749,0,0,0,0,0,0,0,0
34113,Barrow,Alaska,AK,537,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0
34114,Unalaska,Alaska,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,
34115,Fairbanks,Alaska,AK,6910,0.0021708,0,0.0008683,0.0001447,0.0002894,0.0002894,0.0004342,0.0001447,3547,0.0036651,0,0.0016916,0.0002819,0.0002819,0.0005639,0.0005639,0.0002819,3363,0.0005947,0,0,0,0.0002974,0,0.0002974,0
34201,Havre,Montana,MT,2043,0.0034263,0,0.0004895,0.000979,0.0014684,0,0.0004895,0,1083,0.0055402,0,0.0009234,0.0009234,0.0027701,0,0.0009234,0,960,0.0010417,0,0,0.0010417,0,0,0,0
34202,Shelby,Montana,MT,2035,0.0014742,0,0.0009828,0,0.0004914,0,0,0,1003,0.001994,0,0.000997,0,0.000997,0,0,0,1032,0.000969,0,0.000969,0,0,0,0,0
34203,Great Falls,Montana,MT,6394,0.0026587,0.0004692,0.0012512,0.0001564,0.0003128,0.0001564,0.0003128,0,3260,0.0042945,0.0009202,0.0021472,0,0.0006135,0.0003067,0.0003067,0,3134,0.0009572,0,0.0003191,0.0003191,0,0,0.0003191,0
34204,Lewistown,Montana,MT,981,0.0010194,0,0.0010194,0,0,0,0,0,485,0.0020619,0,0.0020619,0,0,0,0,0,496,0,0,0,0,0,0,0,0
34301,Cody,Wyoming,WY,2822,0.0021262,0.0003544,0.0003544,0,0,0.0010631,0,0.0003544,1398,0.0035765,0.0007153,0.0007153,0,0,0.0014306,0,0.0007153,1424,0.0007022,0,0,0,0,0.0007022,0,0
34302,Worland,Wyoming,WY,1051,0.0019029,0,0,0,0.0009515,0,0.0009515,0,543,0.0018416,0,0,0,0.0018416,0,0,0,508,0.0019685,0,0,0,0,0,0.0019685,0
34303,Riverton,Wyoming,WY,2838,0.0010571,0,0,0,0.0003524,0,0.0007047,0,1413,0.0021231,0,0,0,0.0007077,0,0.0014154,0,1424,0,0,0,0,0,0,0,0
34304,Sheridan,Wyoming,WY,3328,0.0018029,0,0.0012019,0,0,0,0.0003005,0.0003005,1687,0.0029638,0,0.0017783,0,0,0,0.0005928,0.0005928,1640,0.0006098,0,0.0006098,0,0,0,0,0
34305,Miles City,Montana,MT,978,0.0030675,0,0.002045,0,0,0.0010225,0,0,490,0.0061224,0,0.0040816,0,0,0.0020408,0,0,488,0,0,0,0,0,0,0,0
34306,Jordan,Montana,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,
34307,Colstrip,Montana,MT,1080,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0
34308,Billings,Montana,MT,9944,0.0020113,0.0001006,0.0010056,0.0001006,0,0.0002011,0.0004023,0.0002011,4965,0.0036254,0.0002014,0.0020141,0.0002014,0,0.0002014,0.0006042,0.0004028,4978,0.0004018,0,0,0,0,0.0002009,0.0002009,0
34309,Harlowton,Montana,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,
34401,Dillon,Montana,MT,647,0.007728,0,0.0015456,0.0030912,0.0030912,0,0,0,326,0.0122699,0,0.0030675,0.0030675,0.006135,0,0,0,321,0.0031153,0,0,0.0031153,0,0,0,0
34402,Bozeman,Montana,MT,5342,0.0035567,0.0001872,0.0011232,0.0001872,0.0007488,0.0003744,0.0005616,0.0003744,2680,0.0067164,0.0003731,0.0022388,0,0.0014925,0.0007463,0.0011194,0.0007463,2661,0.0003758,0,0,0.0003758,0,0,0,0
34403,Helena,Montana,MT,4948,0.0030315,0,0.0018189,0.0004042,0,0,0.0004042,0.0004042,2510,0.0047809,0,0.0031873,0,0,0,0.0007968,0.0007968,2437,0.001231,0,0.0004103,0.0008207,0,0,0,0
34404,Butte-Silver Bow,Montana,MT,3315,0.0015083,0.0003017,0.0006033,0,0,0.0006033,0,0,1691,0.0029568,0.0005914,0.0011827,0,0,0.0011827,0,0,1624,0,0,0,0,0,0,0,0
34501,Bonners Ferry,Idaho,ID,711,0.0042194,0,0.0014065,0,0,0,0.0028129,0,380,0.0052632,0,0.0026316,0,0,0,0.0026316,0,331,0.0030211,0,0,0,0,0,0.0030211,0
34502,Libby,Montana,MT,1420,0.0014085,0,0.0014085,0,0,0,0,0,692,0.0028902,0,0.0028902,0,0,0,0,0,728,0,0,0,0,0,0,0,0
34503,Kalispell,Montana,MT,7946,0.0020136,0.0003775,0.0006292,0.0002517,0.0001258,0.0002517,0.0002517,0.0001258,4116,0.0031584,0.0004859,0.0012148,0.0004859,0,0.0004859,0.000243,0.000243,3830,0.0007833,0.0002611,0,0,0.0002611,0,0.0002611,0
34504,Missoula,Montana,MT,8186,0.002321,0.0004886,0.0009773,0.0001222,0.0003665,0,0.0001222,0.0002443,4170,0.0038369,0.0004796,0.0019185,0.0002398,0.0007194,0,0,0.0004796,4015,0.0007472,0.0004981,0,0,0,0,0.0002491,0
34601,Gillette,Wyoming,WY,4196,0.0016683,0.000715,0,0,0.0002383,0.0002383,0.0004766,0,2103,0.0023776,0.000951,0,0,0.0004755,0.0004755,0.0004755,0,2093,0.0009556,0.0004778,0,0,0,0,0.0004778,0
34602,Rawlins,Wyoming,WY,1225,0.0016327,0,0,0,0,0.0008163,0.0008163,0,604,0.0033113,0,0,0,0,0.0016556,0.0016556,0,621,0,0,0,0,0,0,0,0
34603,Casper,Wyoming,WY,5841,0.0025681,0.0003424,0.0010272,0,0.0001712,0,0.0010272,0,2963,0.0047249,0.000675,0.0016875,0,0.0003375,0,0.002025,0,2878,0.0003475,0,0.0003475,0,0,0,0,0
34604,Lusk,Wyoming,WY,,,,,,,,,,,,,,,,,,,,,,,,,,,
34701,Honolulu,Hawaii,HI,43593,0.0016975,0.0000918,0.0006652,0.0003212,0.0002065,0.0000918,0.0001835,0.0001376,21898,0.0024203,0.000137,0.0010047,0.000411,0.0003197,0.0001827,0.000274,0.0000913,21688,0.0009683,0.0000461,0.0003228,0.0002305,0.0000922,0,0.0000922,0.0001844
34702,Kapaa,Hawaii,HI,3535,0.0008487,0,0.0002829,0.0002829,0,0.0002829,0,0,1808,0.0011062,0,0.0005531,0,0,0.0005531,0,0,1727,0.000579,0,0,0.000579,0,0,0,0
34703,Kahului,Hawaii,HI,6891,0.0007256,0,0.0001451,0.0001451,0.0001451,0.0001451,0.0001451,0,3453,0.0011584,0,0.0002896,0,0.0002896,0.0002896,0.0002896,0,3438,0.0002909,0,0,0.0002909,0,0,0,0
34801,Las Vegas,New Mexico,NM,3117,0.0012833,0,0.0003208,0,0.0009625,0,0,0,1613,0.0024799,0,0.00062,0,0.0018599,0,0,0,1504,0,0,0,0,0,0,0,0
34802,Santa Fe,New Mexico,NM,12936,0.0029375,0.0000773,0.0008503,0.0005411,0.000773,0.0002319,0.0003092,0.0001546,6528,0.0045956,0.0001532,0.0012255,0.0009191,0.0013787,0.0004596,0.0003064,0.0001532,6408,0.0012484,0,0.0004682,0.0001561,0.0001561,0,0.0003121,0.0001561
34803,Tucumcari,New Mexico,NM,732,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0
34804,Clayton,New Mexico,NM,326,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
